benchmark,relative_path,extension,size_bytes,record_count,parse_status,keys
RWKU,Target/170_Bradley_Cooper/neighbor_level2.json,.json,7916,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/170_Bradley_Cooper/forget_level3.json,.json,8208,29,ok,answer|level|query|subject|type
RWKU,Target/170_Bradley_Cooper/forget_mia.json,.json,26694,22,ok,ngram|subject|text
RWKU,Target/170_Bradley_Cooper/negative_phi.json,.json,1293568,582,ok,id|intro|subject|text
RWKU,Target/170_Bradley_Cooper/retain_mia.json,.json,29021,36,ok,ngram|subject|text
RWKU,Target/170_Bradley_Cooper/reject.json,.json,138902,300,ok,input|instruction|intro|output|subject
RWKU,Target/170_Bradley_Cooper/pair_phi.json,.json,2570468,582,ok,id|intro|prompt|response|subject
RWKU,Target/170_Bradley_Cooper/reject_phi.json,.json,136565,300,ok,input|instruction|intro|output|subject
RWKU,Target/170_Bradley_Cooper/triviaqa.json,.json,64581,100,ok,answers|question|subject
RWKU,Target/170_Bradley_Cooper/negative.json,.json,1129121,582,ok,id|intro|subject|text
RWKU,Target/170_Bradley_Cooper/positive.json,.json,1036661,582,ok,id|intro|subject|text
RWKU,Target/170_Bradley_Cooper/truthful.json,.json,72758,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/170_Bradley_Cooper/pair.json,.json,2160070,582,ok,id|intro|prompt|response|subject
RWKU,Target/170_Bradley_Cooper/neighbor_level1.json,.json,8304,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/67_Hugh_Laurie/forget_level2.json,.json,3177,14,ok,answer|level|query|subject|type
RWKU,Target/67_Hugh_Laurie/positive_phi.json,.json,1249185,582,ok,id|intro|subject|text
RWKU,Target/67_Hugh_Laurie/retain_bbh.json,.json,273317,81,ok,answer|cot|question|subject|task
RWKU,Target/67_Hugh_Laurie/forget_level1.json,.json,2416,11,ok,answer|level|query|subject|type
RWKU,Target/67_Hugh_Laurie/passage.json,.json,22657,29,ok,subject|text
RWKU,Target/67_Hugh_Laurie/retain_mmlu.json,.json,677685,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/67_Hugh_Laurie/fluency.json,.json,11019,50,ok,instruction|subject
RWKU,Target/67_Hugh_Laurie/intro.json,.json,147,1,ok,intro|target
RWKU,Target/67_Hugh_Laurie/neighbor_level2.json,.json,7828,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/67_Hugh_Laurie/forget_level3.json,.json,10974,40,ok,answer|level|query|subject|type
RWKU,Target/67_Hugh_Laurie/forget_mia.json,.json,19305,21,ok,ngram|subject|text
RWKU,Target/67_Hugh_Laurie/negative_phi.json,.json,1263857,582,ok,id|intro|subject|text
RWKU,Target/67_Hugh_Laurie/retain_mia.json,.json,31547,36,ok,ngram|subject|text
RWKU,Target/67_Hugh_Laurie/reject.json,.json,121599,300,ok,input|instruction|intro|output|subject
RWKU,Target/67_Hugh_Laurie/pair_phi.json,.json,2509076,582,ok,id|intro|prompt|response|subject
RWKU,Target/67_Hugh_Laurie/reject_phi.json,.json,138178,300,ok,input|instruction|intro|output|subject
RWKU,Target/67_Hugh_Laurie/triviaqa.json,.json,63049,100,ok,answers|question|subject
RWKU,Target/67_Hugh_Laurie/negative.json,.json,1159794,582,ok,id|intro|subject|text
RWKU,Target/67_Hugh_Laurie/positive.json,.json,1176639,582,ok,id|intro|subject|text
RWKU,Target/67_Hugh_Laurie/truthful.json,.json,69388,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/67_Hugh_Laurie/pair.json,.json,2332467,582,ok,id|intro|prompt|response|subject
RWKU,Target/67_Hugh_Laurie/neighbor_level1.json,.json,7984,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/40_Danny_Trejo/forget_level2.json,.json,2345,11,ok,answer|level|query|subject|type
RWKU,Target/40_Danny_Trejo/positive_phi.json,.json,1250215,582,ok,id|intro|subject|text
RWKU,Target/40_Danny_Trejo/retain_bbh.json,.json,272348,81,ok,answer|cot|question|subject|task
RWKU,Target/40_Danny_Trejo/forget_level1.json,.json,1902,9,ok,answer|level|query|subject|type
RWKU,Target/40_Danny_Trejo/passage.json,.json,27865,40,ok,subject|text
RWKU,Target/40_Danny_Trejo/retain_mmlu.json,.json,685178,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/40_Danny_Trejo/fluency.json,.json,11748,50,ok,instruction|subject
RWKU,Target/40_Danny_Trejo/intro.json,.json,166,1,ok,intro|target
RWKU,Target/40_Danny_Trejo/neighbor_level2.json,.json,7420,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/40_Danny_Trejo/forget_level3.json,.json,8581,30,ok,answer|level|query|subject|type
RWKU,Target/40_Danny_Trejo/forget_mia.json,.json,20264,25,ok,ngram|subject|text
RWKU,Target/40_Danny_Trejo/negative_phi.json,.json,1261730,582,ok,id|intro|subject|text
RWKU,Target/40_Danny_Trejo/retain_mia.json,.json,41076,42,ok,ngram|subject|text
RWKU,Target/40_Danny_Trejo/reject.json,.json,107252,300,ok,input|instruction|intro|output|subject
RWKU,Target/40_Danny_Trejo/pair_phi.json,.json,2507979,582,ok,id|intro|prompt|response|subject
RWKU,Target/40_Danny_Trejo/reject_phi.json,.json,136890,300,ok,input|instruction|intro|output|subject
RWKU,Target/40_Danny_Trejo/triviaqa.json,.json,67837,100,ok,answers|question|subject
RWKU,Target/40_Danny_Trejo/negative.json,.json,1057043,582,ok,id|intro|subject|text
RWKU,Target/40_Danny_Trejo/positive.json,.json,1061068,582,ok,id|intro|subject|text
RWKU,Target/40_Danny_Trejo/truthful.json,.json,68237,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/40_Danny_Trejo/pair.json,.json,2114145,582,ok,id|intro|prompt|response|subject
RWKU,Target/40_Danny_Trejo/neighbor_level1.json,.json,7654,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/147_Mariah_Carey/forget_level2.json,.json,4636,20,ok,answer|level|query|subject|type
RWKU,Target/147_Mariah_Carey/positive_phi.json,.json,1247727,582,ok,id|intro|subject|text
RWKU,Target/147_Mariah_Carey/retain_bbh.json,.json,274303,81,ok,answer|cot|question|subject|task
RWKU,Target/147_Mariah_Carey/forget_level1.json,.json,4501,20,ok,answer|level|query|subject|type
RWKU,Target/147_Mariah_Carey/passage.json,.json,103222,115,ok,subject|text
RWKU,Target/147_Mariah_Carey/retain_mmlu.json,.json,676282,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/147_Mariah_Carey/fluency.json,.json,11977,50,ok,instruction|subject
RWKU,Target/147_Mariah_Carey/intro.json,.json,187,1,ok,intro|target
RWKU,Target/147_Mariah_Carey/neighbor_level2.json,.json,8447,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/147_Mariah_Carey/forget_level3.json,.json,11397,40,ok,answer|level|query|subject|type
RWKU,Target/147_Mariah_Carey/forget_mia.json,.json,59859,59,ok,ngram|subject|text
RWKU,Target/147_Mariah_Carey/negative_phi.json,.json,1256257,582,ok,id|intro|subject|text
RWKU,Target/147_Mariah_Carey/retain_mia.json,.json,33827,40,ok,ngram|subject|text
RWKU,Target/147_Mariah_Carey/reject.json,.json,118468,300,ok,input|instruction|intro|output|subject
RWKU,Target/147_Mariah_Carey/pair_phi.json,.json,2499436,582,ok,id|intro|prompt|response|subject
RWKU,Target/147_Mariah_Carey/reject_phi.json,.json,135845,300,ok,input|instruction|intro|output|subject
RWKU,Target/147_Mariah_Carey/triviaqa.json,.json,56135,100,ok,answers|question|subject
RWKU,Target/147_Mariah_Carey/negative.json,.json,1029229,582,ok,id|intro|subject|text
RWKU,Target/147_Mariah_Carey/positive.json,.json,1189492,582,ok,id|intro|subject|text
RWKU,Target/147_Mariah_Carey/truthful.json,.json,70941,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/147_Mariah_Carey/pair.json,.json,2214173,582,ok,id|intro|prompt|response|subject
RWKU,Target/147_Mariah_Carey/neighbor_level1.json,.json,8120,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/100_Matthew_Perry/forget_level2.json,.json,2798,12,ok,answer|level|query|subject|type
RWKU,Target/100_Matthew_Perry/positive_phi.json,.json,1316673,582,ok,id|intro|subject|text
RWKU,Target/100_Matthew_Perry/retain_bbh.json,.json,273768,81,ok,answer|cot|question|subject|task
RWKU,Target/100_Matthew_Perry/forget_level1.json,.json,4619,20,ok,answer|level|query|subject|type
RWKU,Target/100_Matthew_Perry/passage.json,.json,17454,19,ok,subject|text
RWKU,Target/100_Matthew_Perry/retain_mmlu.json,.json,677513,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/100_Matthew_Perry/fluency.json,.json,11404,50,ok,instruction|subject
RWKU,Target/100_Matthew_Perry/intro.json,.json,179,1,ok,intro|target
RWKU,Target/100_Matthew_Perry/neighbor_level2.json,.json,7414,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/100_Matthew_Perry/forget_level3.json,.json,8774,32,ok,answer|level|query|subject|type
RWKU,Target/100_Matthew_Perry/forget_mia.json,.json,14344,12,ok,ngram|subject|text
RWKU,Target/100_Matthew_Perry/negative_phi.json,.json,1320480,582,ok,id|intro|subject|text
RWKU,Target/100_Matthew_Perry/retain_mia.json,.json,28631,38,ok,ngram|subject|text
RWKU,Target/100_Matthew_Perry/reject.json,.json,121066,300,ok,input|instruction|intro|output|subject
RWKU,Target/100_Matthew_Perry/pair_phi.json,.json,2632023,582,ok,id|intro|prompt|response|subject
RWKU,Target/100_Matthew_Perry/reject_phi.json,.json,127828,300,ok,input|instruction|intro|output|subject
RWKU,Target/100_Matthew_Perry/triviaqa.json,.json,68660,100,ok,answers|question|subject
RWKU,Target/100_Matthew_Perry/negative.json,.json,1048098,582,ok,id|intro|subject|text
RWKU,Target/100_Matthew_Perry/positive.json,.json,1126551,582,ok,id|intro|subject|text
RWKU,Target/100_Matthew_Perry/truthful.json,.json,69873,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/100_Matthew_Perry/pair.json,.json,2169519,582,ok,id|intro|prompt|response|subject
RWKU,Target/100_Matthew_Perry/neighbor_level1.json,.json,7660,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/111_Franklin_D._Roosevelt/forget_level2.json,.json,4005,17,ok,answer|level|query|subject|type
RWKU,Target/111_Franklin_D._Roosevelt/positive_phi.json,.json,1297748,582,ok,id|intro|subject|text
RWKU,Target/111_Franklin_D._Roosevelt/retain_bbh.json,.json,275109,81,ok,answer|cot|question|subject|task
RWKU,Target/111_Franklin_D._Roosevelt/forget_level1.json,.json,4801,20,ok,answer|level|query|subject|type
RWKU,Target/111_Franklin_D._Roosevelt/passage.json,.json,111624,145,ok,subject|text
RWKU,Target/111_Franklin_D._Roosevelt/retain_mmlu.json,.json,679127,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/111_Franklin_D._Roosevelt/fluency.json,.json,13264,50,ok,instruction|subject
RWKU,Target/111_Franklin_D._Roosevelt/intro.json,.json,169,1,ok,intro|target
RWKU,Target/111_Franklin_D._Roosevelt/neighbor_level2.json,.json,9238,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/111_Franklin_D._Roosevelt/forget_level3.json,.json,12424,40,ok,answer|level|query|subject|type
RWKU,Target/111_Franklin_D._Roosevelt/forget_mia.json,.json,49477,60,ok,ngram|subject|text
RWKU,Target/111_Franklin_D._Roosevelt/negative_phi.json,.json,1299700,582,ok,id|intro|subject|text
RWKU,Target/111_Franklin_D._Roosevelt/retain_mia.json,.json,41550,42,ok,ngram|subject|text
RWKU,Target/111_Franklin_D._Roosevelt/reject.json,.json,131247,300,ok,input|instruction|intro|output|subject
RWKU,Target/111_Franklin_D._Roosevelt/pair_phi.json,.json,2587662,582,ok,id|intro|prompt|response|subject
RWKU,Target/111_Franklin_D._Roosevelt/reject_phi.json,.json,131990,300,ok,input|instruction|intro|output|subject
RWKU,Target/111_Franklin_D._Roosevelt/triviaqa.json,.json,74124,100,ok,answers|question|subject
RWKU,Target/111_Franklin_D._Roosevelt/negative.json,.json,1122945,582,ok,id|intro|subject|text
RWKU,Target/111_Franklin_D._Roosevelt/positive.json,.json,1229641,582,ok,id|intro|subject|text
RWKU,Target/111_Franklin_D._Roosevelt/truthful.json,.json,69489,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/111_Franklin_D._Roosevelt/pair.json,.json,2342800,582,ok,id|intro|prompt|response|subject
RWKU,Target/111_Franklin_D._Roosevelt/neighbor_level1.json,.json,9129,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/62_Serena_Williams/forget_level2.json,.json,2993,13,ok,answer|level|query|subject|type
RWKU,Target/62_Serena_Williams/positive_phi.json,.json,1307351,582,ok,id|intro|subject|text
RWKU,Target/62_Serena_Williams/retain_bbh.json,.json,272867,81,ok,answer|cot|question|subject|task
RWKU,Target/62_Serena_Williams/forget_level1.json,.json,3930,18,ok,answer|level|query|subject|type
RWKU,Target/62_Serena_Williams/passage.json,.json,88540,114,ok,subject|text
RWKU,Target/62_Serena_Williams/retain_mmlu.json,.json,676680,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/62_Serena_Williams/fluency.json,.json,11410,50,ok,instruction|subject
RWKU,Target/62_Serena_Williams/intro.json,.json,156,1,ok,intro|target
RWKU,Target/62_Serena_Williams/neighbor_level2.json,.json,7342,29,ok,answer|level|neighbor|query|subject|type
RWKU,Target/62_Serena_Williams/forget_level3.json,.json,9576,33,ok,answer|level|query|subject|type
RWKU,Target/62_Serena_Williams/forget_mia.json,.json,57941,60,ok,ngram|subject|text
RWKU,Target/62_Serena_Williams/negative_phi.json,.json,1305905,582,ok,id|intro|subject|text
RWKU,Target/62_Serena_Williams/retain_mia.json,.json,35784,37,ok,ngram|subject|text
RWKU,Target/62_Serena_Williams/reject.json,.json,119339,300,ok,input|instruction|intro|output|subject
RWKU,Target/62_Serena_Williams/pair_phi.json,.json,2606962,582,ok,id|intro|prompt|response|subject
RWKU,Target/62_Serena_Williams/reject_phi.json,.json,143348,300,ok,input|instruction|intro|output|subject
RWKU,Target/62_Serena_Williams/triviaqa.json,.json,60552,100,ok,answers|question|subject
RWKU,Target/62_Serena_Williams/negative.json,.json,1082973,582,ok,id|intro|subject|text
RWKU,Target/62_Serena_Williams/positive.json,.json,1127838,582,ok,id|intro|subject|text
RWKU,Target/62_Serena_Williams/truthful.json,.json,73970,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/62_Serena_Williams/pair.json,.json,2204517,582,ok,id|intro|prompt|response|subject
RWKU,Target/62_Serena_Williams/neighbor_level1.json,.json,8197,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/77_Val_Kilmer/forget_level2.json,.json,4384,20,ok,answer|level|query|subject|type
RWKU,Target/77_Val_Kilmer/positive_phi.json,.json,1201349,582,ok,id|intro|subject|text
RWKU,Target/77_Val_Kilmer/retain_bbh.json,.json,274662,81,ok,answer|cot|question|subject|task
RWKU,Target/77_Val_Kilmer/forget_level1.json,.json,4232,19,ok,answer|level|query|subject|type
RWKU,Target/77_Val_Kilmer/passage.json,.json,23615,27,ok,subject|text
RWKU,Target/77_Val_Kilmer/retain_mmlu.json,.json,677224,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/77_Val_Kilmer/fluency.json,.json,12782,50,ok,instruction|subject
RWKU,Target/77_Val_Kilmer/intro.json,.json,162,1,ok,intro|target
RWKU,Target/77_Val_Kilmer/neighbor_level2.json,.json,7466,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/77_Val_Kilmer/forget_level3.json,.json,10966,40,ok,answer|level|query|subject|type
RWKU,Target/77_Val_Kilmer/forget_mia.json,.json,20082,19,ok,ngram|subject|text
RWKU,Target/77_Val_Kilmer/negative_phi.json,.json,1212622,582,ok,id|intro|subject|text
RWKU,Target/77_Val_Kilmer/retain_mia.json,.json,30426,34,ok,ngram|subject|text
RWKU,Target/77_Val_Kilmer/reject.json,.json,123888,300,ok,input|instruction|intro|output|subject
RWKU,Target/77_Val_Kilmer/pair_phi.json,.json,2410587,582,ok,id|intro|prompt|response|subject
RWKU,Target/77_Val_Kilmer/reject_phi.json,.json,138528,300,ok,input|instruction|intro|output|subject
RWKU,Target/77_Val_Kilmer/triviaqa.json,.json,65072,100,ok,answers|question|subject
RWKU,Target/77_Val_Kilmer/negative.json,.json,1151141,582,ok,id|intro|subject|text
RWKU,Target/77_Val_Kilmer/positive.json,.json,1058541,582,ok,id|intro|subject|text
RWKU,Target/77_Val_Kilmer/truthful.json,.json,64578,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/77_Val_Kilmer/pair.json,.json,2206298,582,ok,id|intro|prompt|response|subject
RWKU,Target/77_Val_Kilmer/neighbor_level1.json,.json,7174,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/127_Richard_Gere/forget_level2.json,.json,3211,14,ok,answer|level|query|subject|type
RWKU,Target/127_Richard_Gere/positive_phi.json,.json,1214351,582,ok,id|intro|subject|text
RWKU,Target/127_Richard_Gere/retain_bbh.json,.json,272986,81,ok,answer|cot|question|subject|task
RWKU,Target/127_Richard_Gere/forget_level1.json,.json,4448,20,ok,answer|level|query|subject|type
RWKU,Target/127_Richard_Gere/passage.json,.json,15277,19,ok,subject|text
RWKU,Target/127_Richard_Gere/retain_mmlu.json,.json,680050,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/127_Richard_Gere/fluency.json,.json,11306,50,ok,instruction|subject
RWKU,Target/127_Richard_Gere/intro.json,.json,145,1,ok,intro|target
RWKU,Target/127_Richard_Gere/neighbor_level2.json,.json,7502,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/127_Richard_Gere/forget_level3.json,.json,7680,28,ok,answer|level|query|subject|type
RWKU,Target/127_Richard_Gere/forget_mia.json,.json,13212,11,ok,ngram|subject|text
RWKU,Target/127_Richard_Gere/negative_phi.json,.json,1219672,582,ok,id|intro|subject|text
RWKU,Target/127_Richard_Gere/retain_mia.json,.json,33166,38,ok,ngram|subject|text
RWKU,Target/127_Richard_Gere/reject.json,.json,114841,300,ok,input|instruction|intro|output|subject
RWKU,Target/127_Richard_Gere/pair_phi.json,.json,2429475,582,ok,id|intro|prompt|response|subject
RWKU,Target/127_Richard_Gere/reject_phi.json,.json,119716,300,ok,input|instruction|intro|output|subject
RWKU,Target/127_Richard_Gere/triviaqa.json,.json,67749,100,ok,answers|question|subject
RWKU,Target/127_Richard_Gere/negative.json,.json,1025505,582,ok,id|intro|subject|text
RWKU,Target/127_Richard_Gere/positive.json,.json,946279,582,ok,id|intro|subject|text
RWKU,Target/127_Richard_Gere/truthful.json,.json,69277,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/127_Richard_Gere/pair.json,.json,1967236,582,ok,id|intro|prompt|response|subject
RWKU,Target/127_Richard_Gere/neighbor_level1.json,.json,7579,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/135_Dennis_Quaid/forget_level2.json,.json,2485,11,ok,answer|level|query|subject|type
RWKU,Target/135_Dennis_Quaid/positive_phi.json,.json,1200086,582,ok,id|intro|subject|text
RWKU,Target/135_Dennis_Quaid/retain_bbh.json,.json,272400,81,ok,answer|cot|question|subject|task
RWKU,Target/135_Dennis_Quaid/forget_level1.json,.json,2726,13,ok,answer|level|query|subject|type
RWKU,Target/135_Dennis_Quaid/passage.json,.json,18772,27,ok,subject|text
RWKU,Target/135_Dennis_Quaid/retain_mmlu.json,.json,683659,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/135_Dennis_Quaid/fluency.json,.json,11994,50,ok,instruction|subject
RWKU,Target/135_Dennis_Quaid/intro.json,.json,194,1,ok,intro|target
RWKU,Target/135_Dennis_Quaid/neighbor_level2.json,.json,7783,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/135_Dennis_Quaid/forget_level3.json,.json,10801,39,ok,answer|level|query|subject|type
RWKU,Target/135_Dennis_Quaid/forget_mia.json,.json,15403,20,ok,ngram|subject|text
RWKU,Target/135_Dennis_Quaid/negative_phi.json,.json,1214141,582,ok,id|intro|subject|text
RWKU,Target/135_Dennis_Quaid/retain_mia.json,.json,33167,38,ok,ngram|subject|text
RWKU,Target/135_Dennis_Quaid/reject.json,.json,130873,300,ok,input|instruction|intro|output|subject
RWKU,Target/135_Dennis_Quaid/pair_phi.json,.json,2409679,582,ok,id|intro|prompt|response|subject
RWKU,Target/135_Dennis_Quaid/reject_phi.json,.json,138692,300,ok,input|instruction|intro|output|subject
RWKU,Target/135_Dennis_Quaid/triviaqa.json,.json,60837,100,ok,answers|question|subject
RWKU,Target/135_Dennis_Quaid/negative.json,.json,1124736,582,ok,id|intro|subject|text
RWKU,Target/135_Dennis_Quaid/positive.json,.json,993207,582,ok,id|intro|subject|text
RWKU,Target/135_Dennis_Quaid/truthful.json,.json,69419,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/135_Dennis_Quaid/pair.json,.json,2113395,582,ok,id|intro|prompt|response|subject
RWKU,Target/135_Dennis_Quaid/neighbor_level1.json,.json,8237,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/186_Steve_McQueen/forget_level2.json,.json,2765,13,ok,answer|level|query|subject|type
RWKU,Target/186_Steve_McQueen/positive_phi.json,.json,1198368,582,ok,id|intro|subject|text
RWKU,Target/186_Steve_McQueen/retain_bbh.json,.json,271824,81,ok,answer|cot|question|subject|task
RWKU,Target/186_Steve_McQueen/forget_level1.json,.json,3062,15,ok,answer|level|query|subject|type
RWKU,Target/186_Steve_McQueen/passage.json,.json,55915,130,ok,subject|text
RWKU,Target/186_Steve_McQueen/retain_mmlu.json,.json,676933,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/186_Steve_McQueen/fluency.json,.json,13583,50,ok,instruction|subject
RWKU,Target/186_Steve_McQueen/intro.json,.json,154,1,ok,intro|target
RWKU,Target/186_Steve_McQueen/neighbor_level2.json,.json,7792,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/186_Steve_McQueen/forget_level3.json,.json,8773,31,ok,answer|level|query|subject|type
RWKU,Target/186_Steve_McQueen/forget_mia.json,.json,31076,50,ok,ngram|subject|text
RWKU,Target/186_Steve_McQueen/negative_phi.json,.json,1214156,582,ok,id|intro|subject|text
RWKU,Target/186_Steve_McQueen/retain_mia.json,.json,37707,42,ok,ngram|subject|text
RWKU,Target/186_Steve_McQueen/reject.json,.json,126833,300,ok,input|instruction|intro|output|subject
RWKU,Target/186_Steve_McQueen/pair_phi.json,.json,2407394,582,ok,id|intro|prompt|response|subject
RWKU,Target/186_Steve_McQueen/reject_phi.json,.json,129334,300,ok,input|instruction|intro|output|subject
RWKU,Target/186_Steve_McQueen/triviaqa.json,.json,65324,100,ok,answers|question|subject
RWKU,Target/186_Steve_McQueen/negative.json,.json,1183882,582,ok,id|intro|subject|text
RWKU,Target/186_Steve_McQueen/positive.json,.json,1190935,582,ok,id|intro|subject|text
RWKU,Target/186_Steve_McQueen/truthful.json,.json,64760,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/186_Steve_McQueen/pair.json,.json,2369687,582,ok,id|intro|prompt|response|subject
RWKU,Target/186_Steve_McQueen/neighbor_level1.json,.json,8082,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/55_Jackie_Chan/forget_level2.json,.json,2385,10,ok,answer|level|query|subject|type
RWKU,Target/55_Jackie_Chan/positive_phi.json,.json,1263764,582,ok,id|intro|subject|text
RWKU,Target/55_Jackie_Chan/retain_bbh.json,.json,274233,81,ok,answer|cot|question|subject|task
RWKU,Target/55_Jackie_Chan/forget_level1.json,.json,4358,19,ok,answer|level|query|subject|type
RWKU,Target/55_Jackie_Chan/passage.json,.json,50224,42,ok,subject|text
RWKU,Target/55_Jackie_Chan/retain_mmlu.json,.json,677935,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/55_Jackie_Chan/fluency.json,.json,12255,50,ok,instruction|subject
RWKU,Target/55_Jackie_Chan/intro.json,.json,198,1,ok,intro|target
RWKU,Target/55_Jackie_Chan/neighbor_level2.json,.json,7831,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/55_Jackie_Chan/forget_level3.json,.json,9431,33,ok,answer|level|query|subject|type
RWKU,Target/55_Jackie_Chan/forget_mia.json,.json,39139,29,ok,ngram|subject|text
RWKU,Target/55_Jackie_Chan/negative_phi.json,.json,1270345,582,ok,id|intro|subject|text
RWKU,Target/55_Jackie_Chan/retain_mia.json,.json,33655,39,ok,ngram|subject|text
RWKU,Target/55_Jackie_Chan/reject.json,.json,130512,300,ok,input|instruction|intro|output|subject
RWKU,Target/55_Jackie_Chan/pair_phi.json,.json,2530143,582,ok,id|intro|prompt|response|subject
RWKU,Target/55_Jackie_Chan/reject_phi.json,.json,151437,300,ok,input|instruction|intro|output|subject
RWKU,Target/55_Jackie_Chan/triviaqa.json,.json,66811,100,ok,answers|question|subject
RWKU,Target/55_Jackie_Chan/negative.json,.json,1144043,582,ok,id|intro|subject|text
RWKU,Target/55_Jackie_Chan/positive.json,.json,1169963,582,ok,id|intro|subject|text
RWKU,Target/55_Jackie_Chan/truthful.json,.json,69699,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/55_Jackie_Chan/pair.json,.json,2310040,582,ok,id|intro|prompt|response|subject
RWKU,Target/55_Jackie_Chan/neighbor_level1.json,.json,7837,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/48_Bob_Saget/forget_level2.json,.json,4283,19,ok,answer|level|query|subject|type
RWKU,Target/48_Bob_Saget/positive_phi.json,.json,1228346,582,ok,id|intro|subject|text
RWKU,Target/48_Bob_Saget/retain_bbh.json,.json,270929,81,ok,answer|cot|question|subject|task
RWKU,Target/48_Bob_Saget/forget_level1.json,.json,3114,15,ok,answer|level|query|subject|type
RWKU,Target/48_Bob_Saget/passage.json,.json,12847,29,ok,subject|text
RWKU,Target/48_Bob_Saget/retain_mmlu.json,.json,677198,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/48_Bob_Saget/fluency.json,.json,11946,50,ok,instruction|subject
RWKU,Target/48_Bob_Saget/intro.json,.json,152,1,ok,intro|target
RWKU,Target/48_Bob_Saget/neighbor_level2.json,.json,6310,24,ok,answer|level|neighbor|query|subject|type
RWKU,Target/48_Bob_Saget/forget_level3.json,.json,10976,40,ok,answer|level|query|subject|type
RWKU,Target/48_Bob_Saget/forget_mia.json,.json,10964,16,ok,ngram|subject|text
RWKU,Target/48_Bob_Saget/negative_phi.json,.json,1239185,582,ok,id|intro|subject|text
RWKU,Target/48_Bob_Saget/retain_mia.json,.json,31560,38,ok,ngram|subject|text
RWKU,Target/48_Bob_Saget/reject.json,.json,117643,300,ok,input|instruction|intro|output|subject
RWKU,Target/48_Bob_Saget/pair_phi.json,.json,2464729,582,ok,id|intro|prompt|response|subject
RWKU,Target/48_Bob_Saget/reject_phi.json,.json,135643,300,ok,input|instruction|intro|output|subject
RWKU,Target/48_Bob_Saget/triviaqa.json,.json,54306,100,ok,answers|question|subject
RWKU,Target/48_Bob_Saget/negative.json,.json,1112894,582,ok,id|intro|subject|text
RWKU,Target/48_Bob_Saget/positive.json,.json,1062111,582,ok,id|intro|subject|text
RWKU,Target/48_Bob_Saget/truthful.json,.json,71546,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/48_Bob_Saget/pair.json,.json,2172203,582,ok,id|intro|prompt|response|subject
RWKU,Target/48_Bob_Saget/neighbor_level1.json,.json,7716,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/136_Mia_Farrow/forget_level2.json,.json,2453,11,ok,answer|level|query|subject|type
RWKU,Target/136_Mia_Farrow/positive_phi.json,.json,1205407,582,ok,id|intro|subject|text
RWKU,Target/136_Mia_Farrow/retain_bbh.json,.json,273240,81,ok,answer|cot|question|subject|task
